,open_time,open,high,low,close,volume,close_time,count,long
2109,1640638800000,51225.88,51298.68,50940.0,50975.61,1083.41873,1640642399999,43489,-1
2110,1640642400000,50975.6,51230.43,50702.01,51020.06,1234.48078,1640645999999,57717,-1
2111,1640646000000,51020.05,51057.68,50622.0,50701.44,1234.95002,1640649599999,38064,-1
2112,1640649600000,50701.44,50704.05,50029.62,50350.23,2914.41578,1640653199999,80348,-1
2113,1640653200000,50350.22,50350.23,49580.34,49818.63,2830.99927,1640656799999,68666,-1
2114,1640656800000,49818.62,49966.06,49581.0,49775.31,1759.24183,1640660399999,53789,-1
2115,1640660400000,49775.31,49889.58,49500.0,49828.06,1863.06312,1640663999999,59910,-1
2116,1640664000000,49828.07,49828.07,48657.12,49054.47,4642.00877,1640667599999,106847,-1
2117,1640667600000,49050.58,49243.73,48950.0,49200.9,1407.13684,1640671199999,41219,-1
2118,1640671200000,49200.9,49343.98,49096.67,49218.49,1104.01703,1640674799999,37629,-1
2119,1640674800000,49218.49,49366.0,49037.23,49227.13,1009.49151,1640678399999,33035,-1
2120,1640678400000,49227.14,49440.05,49113.7,49377.69,1350.82236,1640681999999,45729,-1
2121,1640682000000,49377.69,49444.46,49000.0,49027.44,1526.39111,1640685599999,44332,-1
2122,1640685600000,49027.44,49172.49,48755.32,49034.57,3495.57867,1640689199999,63435,-1
2123,1640689200000,49034.56,49240.08,48897.22,49200.39,1185.66446,1640692799999,48787,-1
2124,1640692800000,49200.39,49371.18,49077.64,49100.37,961.44955,1640696399999,42059,-1
2125,1640696400000,49100.37,49284.0,48974.24,49024.57,1357.31811,1640699999999,53036,-1
2126,1640700000000,49024.56,49155.92,48301.88,49078.29,3094.23155,1640703599999,87529,-1
2127,1640703600000,49078.29,49235.95,48890.01,48937.48,1095.28378,1640707199999,41265,-1
2128,1640707200000,48937.47,48974.85,48124.0,48627.97,2568.18511,1640710799999,73161,-1
2129,1640710800000,48627.97,48645.23,47650.35,48030.43,3337.20207,1640714399999,89373,-1
2130,1640714400000,48030.43,48033.04,47600.0,47792.71,1649.24949,1640717999999,54027,-1
2131,1640718000000,47800.31,47813.04,47313.01,47689.46,2058.32621,1640721599999,65272,-1
2132,1640721600000,47689.46,48142.78,47567.34,47804.6,1648.54449,1640725199999,49924,-1
2133,1640725200000,47804.59,47850.0,47482.14,47556.25,986.60873,1640728799999,35336,-1
2134,1640728800000,47556.25,47761.21,47320.0,47680.81,1176.87984,1640732399999,41752,-1
